"id","bigGat","shop_discount","real_discount"
"l-1899420","Одяг",65,44
"l-1899422","Одяг",81,45
"l-1899426","Одяг",65,42
"l-1899450","Одяг",65,45
"l-1899581","Одяг",65,43
"l-1899609","Одяг",65,39
"l-1912521","Одяг",77,0
"l-1912522","Одяг",77,0
"l-1916361","Одяг",89,55
"l-1919076","Одяг",74,61
"l-1922892","Сумки",72,9
"l-1922893","Сумки",72,9
"l-1924929","Одяг",85,79
"l-1927775","Одяг",81,-2
"l-1927779","Одяг",81,-1
"l-1930401","Одяг",84,60
"l-1935696","Одяг",81,-1
"l-1935721","Одяг",77,-1
"l-1935722","Одяг",77,-1
"l-1938511","Одяг",90,76
"l-1946269","Одяг",50,0
"l-1946280","Одяг",50,0
"l-1946281","Одяг",50,0
"l-1946785","Одяг",81,0
"l-1949871","Одяг",65,36
"l-1954581","Сумки",72,11
"l-1959017","Одяг",77,0
"l-1962145","Одяг",72,46
"l-1962147","Одяг",72,46
"l-1965096","Одяг",83,61
"l-1965132","Одяг",83,63
"l-1965168","Одяг",83,57
"l-1965252","Одяг",83,63
"l-1965350","Одяг",93,67
"l-1965816","Одяг",90,70
"l-1966004","Одяг",94,63
"l-1968230","Одяг",90,76
"l-1969889","Одяг",81,0
"l-1969900","Одяг",81,-1
"l-1970868","Одяг",77,-1
"l-1978095","Одяг",84,29
"l-1984451","Одяг",81,1
"l-1988744","Одяг",45,-5
"l-1991596","Одяг",90,63
"l-1994709","Одяг",90,76
"l-1995270","Одяг",77,0
"l-1995277","Одяг",77,-1
"l-1996776","Одяг",85,61
"l-1999089","Одяг",86,60
"l-2002502","Одяг",88,55
"l-2002935","Одяг",91,60
"l-2003583","Одяг",56,2
"l-2003584","Одяг",56,2
"l-2003585","Одяг",56,2
"l-2003586","Одяг",56,3
"l-2003587","Одяг",56,3
"l-2003596","Одяг",57,2
"l-2003597","Одяг",57,2
"l-2003598","Одяг",56,3
"l-2003599","Одяг",57,2
"l-2003606","Одяг",54,-3
"l-2003607","Одяг",56,2
"l-2003609","Одяг",56,2
"l-2003615","Одяг",56,2
"l-2003618","Одяг",57,2
"l-2003620","Одяг",56,2
"l-2003621","Одяг",56,2
"l-2003623","Одяг",56,2
"l-2003624","Одяг",56,2
"l-2003625","Одяг",57,2
"l-2003626","Одяг",57,2
"l-2003627","Одяг",57,3
"l-2003628","Одяг",57,2
"l-2003629","Одяг",56,2
"l-2003631","Одяг",57,2
"l-2003632","Одяг",56,2
"l-2003637","Одяг",57,2
"l-2003638","Одяг",57,2
"l-2003639","Одяг",56,2
"l-2003649","Одяг",53,2
"l-2003651","Одяг",56,2
"l-2003652","Одяг",56,2
"l-2003654","Одяг",56,2
"l-2003657","Одяг",56,2
"l-2003658","Одяг",56,2
"l-2003660","Одяг",56,2
"l-2003661","Одяг",56,2
"l-2003665","Одяг",56,3
"l-2003670","Одяг",56,3
"l-2003676","Одяг",57,2
"l-2003677","Одяг",57,2
"l-2003678","Одяг",57,2
"l-2003679","Одяг",57,2
"l-2003681","Одяг",56,2
"l-2004008","Сумки",84,16
"l-2004174","Одяг",50,0
"l-2005533","Одяг",77,0
"l-2005572","Одяг",81,-1
"l-2020629","Одяг",50,34
"l-2024881","Одяг",66,32
"l-2027105","Сумки",60,0
"l-2028336","Одяг",88,58
"l-2028603","Одяг",90,54
"l-2029603","Одяг",88,57
"l-2044878","Одяг",90,0
"l-2044882","Одяг",90,25
"l-2044945","Одяг",90,0
"l-2045085","Одяг",86,0
"l-2045129","Одяг",88,29
"l-2045398","Одяг",67,28
"l-2045581","Одяг",66,29
"l-2045678","Одяг",57,29
"l-2045695","Одяг",67,29
"l-2045754","Одяг",65,25
"l-2045773","Одяг",50,12
"l-2045834","Одяг",53,-1
"l-2046032","Одяг",53,-2
"l-2046065","Одяг",67,24
"l-2046144","Одяг",75,60
"l-2050047","Одяг",83,58
"l-2050340","Одяг",91,59
"l-2050351","Одяг",91,59
"l-2050844","Одяг",94,58
"l-2054415","Одяг",92,53
"l-2056219","Одяг",56,2
"l-2056234","Одяг",56,2
"l-2056237","Одяг",56,2
"l-2056241","Одяг",57,2
"l-2056242","Одяг",57,2
"l-2056243","Одяг",57,2
"l-2056244","Одяг",57,2
"l-2056256","Одяг",56,2
"l-2056257","Одяг",56,2
"l-2056258","Одяг",50,-9
"l-2056259","Одяг",56,2
"l-2056260","Одяг",56,2
"l-2056261","Одяг",56,2
"l-2056973","Одяг",77,-1
"l-2059128","Одяг",44,-3
"l-2067755","Одяг",88,0
"l-2067761","Одяг",88,26
"l-2068005","Одяг",88,25
"l-2073356","Одяг",91,62
"l-2073390","Одяг",89,63
"l-2073435","Одяг",90,62
"l-2073507","Одяг",91,52
"l-2076010","Одяг",81,1
"l-2089002","Сумки",72,11
"l-2097134","Одяг",90,62
"l-2105985","Одяг",95,60
"l-2106443","Одяг",92,60
"l-2108696","Одяг",50,0
"l-2110931","Одяг",81,-1
"l-2110956","Одяг",81,-1
"l-2111071","Одяг",77,-2
"l-2121391","Одяг",56,2
"l-2121392","Одяг",56,2
"l-2121393","Одяг",57,1
"l-2121394","Одяг",57,2
"l-2121399","Одяг",56,3
"l-2121401","Одяг",56,2
"l-2121403","Одяг",56,2
"l-2121412","Одяг",56,2
"l-2121420","Одяг",56,2
"l-2121421","Одяг",56,2
"l-2121423","Одяг",57,2
"l-2121425","Одяг",56,2
"l-2121426","Одяг",56,2
"l-2121427","Одяг",56,2
"l-2121431","Одяг",57,2
"l-2121432","Одяг",56,2
"l-2121433","Одяг",56,2
"l-2121435","Одяг",56,3
"l-2121439","Одяг",57,2
"l-2121441","Одяг",57,2
"l-2121442","Одяг",56,2
"l-2121443","Одяг",56,3
"l-2121444","Одяг",56,3
"l-2122263","Одяг",94,60
"l-2122441","Одяг",93,49
"l-2122460","Одяг",90,63
"l-2127472","Одяг",56,2
"l-2127905","Одяг",56,2
"l-2127907","Одяг",56,2
"l-2130220","Одяг",84,61
"l-213172059","Одяг",56,0
"l-2141664","Одяг",57,3
"l-2141676","Одяг",56,2
"l-2141677","Одяг",56,2
"l-2141678","Одяг",56,2
"l-2141679","Одяг",56,2
"l-2141691","Одяг",56,2
"l-2141694","Одяг",57,2
"l-2164370","Одяг",71,33
"l-2167905","Одяг",50,0
"l-2168570","Одяг",91,0
"l-2171973","Одяг",49,0
"l-2171991","Одяг",50,0
"l-2172755","Одяг",83,63
"l-2176083","Одяг",86,53
"l-2176213","Одяг",87,63
"l-2178528","Одяг",81,-1
"l-2179611","Одяг",81,62
"l-2183461","Одяг",57,2
"l-2183462","Одяг",57,2
"l-2183463","Одяг",57,3
"l-2183464","Одяг",57,2
"l-2183465","Одяг",57,2
"l-2183466","Одяг",57,3
"l-2183467","Одяг",56,3
"l-2183468","Одяг",56,3
"l-2183469","Одяг",56,3
"l-2183472","Одяг",56,2
"l-2184679","Сумки",72,14
"l-2189089","Одяг",87,31
"l-2189579","Одяг",87,59
"l-2191584","Одяг",81,34
"l-2194273","Одяг",56,3
"l-2194274","Одяг",56,3
"l-2194278","Одяг",56,2
"l-2194280","Одяг",56,2
"l-2194283","Одяг",57,3
"l-2194286","Одяг",56,2
"l-2194287","Одяг",56,2
"l-2194288","Одяг",56,2
"l-2194290","Одяг",55,2
"l-2194292","Одяг",56,2
"l-2199635","Одяг",81,0
"l-2200255","Одяг",89,18
"l-2200968","Одяг",91,19
"l-2201755","Одяг",66,36
"l-2204976","Одяг",82,61
"l-2207862","Одяг",77,-1
"l-2208384","Одяг",95,61
"l-2212291","Одяг",81,-1
"l-2212336","Одяг",81,-2
"l-2213147","Одяг",81,-1
"l-2217936","Одяг",84,54
"l-2218098","Одяг",83,64
"l-2218152","Одяг",94,64
"l-2220486","Одяг",84,28
"l-2234382","Одяг",67,33
"l-2242191","Одяг",66,-10
"l-2242997","Одяг",83,60
"l-2243016","Одяг",90,63
"l-2243136","Одяг",83,63
"l-2243139","Одяг",82,26
"l-2243282","Одяг",83,62
"l-2243600","Одяг",83,58
"l-2243612","Одяг",89,61
"l-2250226","Одяг",91,68
"l-2250260","Одяг",92,61
"l-2257457","Одяг",95,58
"l-2257460","Одяг",83,66
"l-2257477","Одяг",88,29
"l-2257885","Одяг",92,64
"l-2257905","Одяг",90,63
"l-2258533","Одяг",67,33
"l-2259856","Одяг",73,30
"l-2261336","Одяг",66,38
"l-2271470","Одяг",91,33
"l-2274829","Сумки",72,9
"l-2276212","Одяг",90,56
"l-2276217","Одяг",93,60
"l-2278922","Одяг",49,3
"l-2278929","Одяг",50,5
"l-2278933","Одяг",49,3
"l-2278943","Одяг",49,4
"l-2278946","Одяг",49,4
"l-2278947","Одяг",49,4
"l-2278948","Одяг",49,4
"l-2278949","Одяг",49,4
"l-2278951","Одяг",49,4
"l-2278952","Одяг",49,4
"l-2278953","Одяг",49,4
"l-2278954","Одяг",50,4
"l-2278958","Одяг",49,3
"l-2278968","Одяг",49,3
"l-2278969","Одяг",50,5
"l-2278970","Одяг",49,4
"l-2278981","Одяг",49,3
"l-2278985","Одяг",49,4
"l-2278990","Одяг",50,4
"l-2278994","Одяг",49,4
"l-2278998","Одяг",49,3
"l-2279003","Одяг",49,4
"l-2279004","Одяг",50,5
"l-2279020","Одяг",49,4
"l-2279029","Одяг",50,6
"l-2279030","Одяг",49,3
"l-2279031","Одяг",49,4
"l-2279057","Одяг",50,4
"l-2279058","Одяг",50,4
"l-2279065","Одяг",50,4
"l-2279067","Одяг",49,3
"l-2279080","Одяг",50,5
"l-2279100","Одяг",50,5
"l-2279181","Одяг",50,5
"l-2279183","Одяг",49,4
"l-2286468","Одяг",83,60
"l-2289642","Одяг",65,34
"l-2290534","Одяг",83,61
"l-2293399","Одяг",56,2
"l-2293406","Одяг",56,2
"l-2293407","Одяг",56,2
"l-2293408","Одяг",56,2
"l-2293435","Одяг",56,0
"l-2293444","Одяг",57,0
"l-2293446","Одяг",57,2
"l-2293456","Одяг",56,2
"l-2293457","Одяг",56,2
"l-2293458","Одяг",56,3
"l-2293463","Одяг",56,1
"l-2293466","Одяг",56,3
"l-2293467","Одяг",56,3
"l-2293468","Одяг",56,3
"l-2293471","Одяг",56,3
"l-2293473","Одяг",56,3
"l-2293476","Одяг",56,0
"l-2293484","Одяг",56,3
"l-2293485","Одяг",56,3
"l-2293486","Одяг",56,3
"l-2296167","Одяг",94,60
"l-2298175","Одяг",57,2
"l-2298178","Одяг",56,2
"l-2298188","Одяг",57,4
"l-2298189","Одяг",57,3
"l-2298190","Одяг",57,3
"l-2298191","Одяг",56,2
"l-2298192","Одяг",56,2
"l-2298193","Одяг",56,2
"l-2301062","Одяг",84,51
"l-2302448","Одяг",78,33
"l-2303346","Одяг",90,60
"l-2304998","Сумки",65,8
"l-2305009","Сумки",60,14
"l-2307155","Одяг",49,4
"l-2307156","Одяг",49,4
"l-2307158","Одяг",49,4
"l-2307161","Одяг",49,4
"l-2307167","Одяг",50,4
"l-2313077","Сумки",72,10
"l-2313080","Сумки",72,10
"l-2313083","Сумки",75,20
"l-2313084","Сумки",75,20
"l-2315385","Одяг",83,53
"l-2315569","Одяг",83,54
"l-2319462","Одяг",50,0
"l-2319463","Одяг",50,0
"l-2319621","Сумки",65,16
"l-2321790","Одяг",81,31
"l-2321901","Одяг",83,58
"l-2325995","Одяг",65,0
"l-2327257","Одяг",90,61
"l-2330881","Одяг",85,38
"l-2330882","Одяг",85,39
"l-2333088","Одяг",56,2
"l-2333089","Одяг",56,3
"l-2335878","Одяг",68,35
"l-2335892","Одяг",70,32
"l-2336155","Одяг",65,51
"l-2336163","Одяг",78,49
"l-2338598","Одяг",65,47
"l-2338599","Одяг",65,47
"l-2340800","Одяг",54,-10
"l-2345667","Одяг",50,0
"l-2345668","Одяг",50,0
"l-2345675","Одяг",50,0
"l-2345677","Одяг",50,-1
"l-2345679","Одяг",49,0
